Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
16,Los Angeles Lakers*,82,242.1,35.6,81,0.44,5.1,15.2,0.337,30.5,65.8,0.464,18,24,0.749,11.2,31.2,42.4,20.8,7.5,3.8,15.3,24.7,94.3
17,Cleveland Cavaliers,82,242.1,36,82.4,0.437,5.3,14.2,0.371,30.8,68.3,0.451,18.2,24.3,0.749,11.8,30.2,42,21.7,7.7,5.3,13.1,20.2,95.5
18,Chicago Bulls,82,241.8,35.1,80.6,0.436,5.4,15.1,0.355,29.8,65.6,0.454,20.4,27.3,0.748,12.3,32.7,45,23,8.5,5.4,15.2,20.5,96
19,Denver Nuggets*,82,240.6,36.8,81.2,0.453,4.6,12.9,0.356,32.2,68.4,0.471,17.9,24.6,0.728,12.9,30.1,42.9,23.5,8.1,5.8,17.1,23.1,96.1
20,Boston Celtics*,82,240.3,35.3,80.8,0.437,6.8,18.7,0.362,28.5,62.1,0.459,19.4,26.3,0.736,13,30.8,43.8,23,8.8,5,17.1,22.2,96.7
21,Milwaukee Bucks*,82,241.2,37,81.9,0.452,5.6,15.8,0.352,31.4,66.1,0.475,17.4,23.6,0.739,12,30.7,42.7,22.8,7.5,5,14.2,22.9,97
22,Washington Wizards,82,241.8,37.3,82.2,0.454,5.2,15.1,0.342,32.2,67.1,0.479,17.6,22.9,0.771,12.8,30.7,43.5,24,9.6,5.5,16.1,21.7,97.4
23,Atlanta Hawks,82,242.7,36.2,82.2,0.44,5.9,16.4,0.358,30.3,65.8,0.461,19.2,25.3,0.76,12.8,30.3,43.1,22,8.9,5.1,14,20.7,97.5
24,Seattle SuperSonics,82,241.5,36.3,80.8,0.45,5.9,17,0.349,30.4,63.8,0.477,19.1,24.7,0.774,13,29.6,42.7,21.1,7.7,4.7,14.8,20.2,97.8
25,Sacramento Kings*,82,241.2,38.3,84.4,0.454,5,14.7,0.339,33.3,69.7,0.478,16.3,21.7,0.749,13.2,30.7,43.9,21.3,7.9,5,14.9,22.2,97.8
26,Phoenix Suns,82,240.6,36.3,81.4,0.446,5.8,16.8,0.349,30.4,64.6,0.471,19.5,25.5,0.765,12.7,31.1,43.8,21.5,7.9,5.3,15.9,19.4,97.9
27,Los Angeles Clippers,82,241.5,37.5,81.5,0.46,5.5,15.3,0.36,32,66.2,0.483,18.8,25.4,0.741,12.6,28.8,41.4,22.9,8.5,5.3,13.7,22.7,99.4
28,Dallas Mavericks*,82,241.5,38.2,83.2,0.459,6.5,17.9,0.363,31.7,65.3,0.486,17.8,23.9,0.746,12.3,31.2,43.5,23.6,7.1,4.7,15.1,20.6,100.8
29,Orlando Magic,82,241.8,38.6,83,0.466,6,15.9,0.377,32.7,67.1,0.487,17.8,24,0.742,13.1,31.3,44.4,24.4,7.6,5.5,13.5,20.6,101.1
,,,,,,,,,,,,,,,,,,,,,,,,
